combination,symbols,kr_count,us_count,annual_return,annual_volatility,sharpe_zero_rate,max_drawdown,average_pair_correlation
226980|IVV|ITOT|IWD,"226980,IVV,ITOT,IWD",1,3,0.1489058533773955,0.13500650497565492,1.1029531755099282,-0.13952698678487252,0.5770019722539791
275290|IVV|ITOT|IWD,"275290,IVV,ITOT,IWD",1,3,0.1790508079718734,0.1360415593963442,1.316147865155131,-0.14397097433976103,0.5557362026247685
226490|IVV|ITOT|IWD,"226490,IVV,ITOT,IWD",1,3,0.16810864448496554,0.13622249550362786,1.2340740335394054,-0.14654717663892913,0.58292181675685
226980|275290|IVV|IWD,"226980,275290,IVV,IWD",2,2,0.17058202107250128,0.13748037792812293,1.2407735826976303,-0.16141074646477327,0.3739769055381172
226490|226980|IVV|IWD,"226490,226980,IVV,IWD",2,2,0.15963985758559343,0.1376546097554182,1.1597131245313044,-0.15705368298303357,0.40320153338169035
292190|IVV|ITOT|IWD,"292190,IVV,ITOT,IWD",1,3,0.17490408583303613,0.13803263901587443,1.2671212191554297,-0.15181286085465917,0.5764525824763796
226980|275290|ITOT|IWD,"226980,275290,ITOT,IWD",2,2,0.1683171132650444,0.13822140226734028,1.2177355351922607,-0.1632270043588332,0.3791121872578144
226490|226980|ITOT|IWD,"226490,226980,ITOT,IWD",2,2,0.15737494977813654,0.13841276783154224,1.136997346730849,-0.15888872775908502,0.4085196778264952
292190|226980|IVV|IWD,"292190,226980,IVV,IWD",2,2,0.166435298933664,0.13861365451682708,1.2007135914121612,-0.16265196258954584,0.3864562871693067
069500|IVV|ITOT|IWD,"069500,IVV,ITOT,IWD",1,3,0.1783530654462135,0.13907730577649113,1.28240236212831,-0.14908078931725322,0.5743084533914304
292190|226980|ITOT|IWD,"292190,226980,ITOT,IWD",2,2,0.16417039112620707,0.139385270417639,1.1778173592826888,-0.1651445865884259,0.391854380402252
069500|226980|IVV|IWD,"069500,226980,IVV,IWD",2,2,0.16988427854684138,0.1395216919384676,1.2176191113118409,-0.1603167809005368,0.38166038346385056
069500|226980|ITOT|IWD,"069500,226980,ITOT,IWD",2,2,0.1676193707393845,0.14028229245141194,1.1948719101339251,-0.16221062945390963,0.38694823046933724
226980|IVV|IWD|IWF,"226980,IVV,IWD,IWF",1,3,0.15031910697297068,0.14049081514768455,1.0699568282449965,-0.1587701246377452,0.5367664673626866
226980|IVV|IJS|IWD,"226980,IVV,IJS,IWD",1,3,0.14274920076640746,0.14059361515545743,1.0153320306086913,-0.12860680238479205,0.5217446598500307
226490|IVV|IJS|IWD,"226490,IVV,IJS,IWD",1,3,0.1619519918739775,0.1407351344611749,1.150757360584011,-0.1328936313744502,0.518257478846196
275290|IVV|IJS|IWD,"275290,IVV,IJS,IWD",1,3,0.17289415536088532,0.14090449088146464,1.2270308368406218,-0.1321636230946166,0.49630446141183415
226980|ITOT|IWD|IWF,"226980,ITOT,IWD,IWF",1,3,0.14805419916551377,0.1411159995660757,1.049166640358093,-0.16186627686405064,0.5395350574332601
275290|IVV|IWD|IWF,"275290,IVV,IWD,IWF",1,3,0.18046406156744854,0.14146376293862226,1.2756910873758363,-0.1621061981598052,0.516148436040924
229200|IVV|ITOT|IWD,"229200,IVV,ITOT,IWD",1,3,0.1241915548189454,0.1415805573874348,0.8771794454735444,-0.1660576221675497,0.5622206554569759
226980|ITOT|IJS|IWD,"226980,ITOT,IJS,IWD",1,3,0.14048429295895054,0.14190222679554587,0.9900076702909087,-0.13548998306450655,0.5330734824960909
226490|IVV|IWD|IWF,"226490,IVV,IWD,IWF",1,3,0.16952189808054072,0.14199513996849444,1.1938570441083678,-0.16605028285001744,0.544862437340936
226490|ITOT|IJS|IWD,"226490,ITOT,IJS,IWD",1,3,0.15968708406652057,0.14204575257138174,1.1241947131525358,-0.1353553687425365,0.5295454563051317
275290|ITOT|IWD|IWF,"275290,ITOT,IWD,IWF",1,3,0.17819915375999165,0.14207037636240893,1.254301975701264,-0.16512717569813162,0.5186933181992653
275290|ITOT|IJS|IWD,"275290,ITOT,IJS,IWD",1,3,0.17062924755342843,0.14219596449951885,1.1999584387221185,-0.1346221626185966,0.5074095761456622
226980|IVV|IWM|IWD,"226980,IVV,IWM,IWD",1,3,0.1398083122602183,0.142275833935832,0.9826567758743443,-0.1583698724570476,0.5430792661888544
226980|275290|IWD|IWF,"226980,275290,IWD,IWF",2,2,0.16973036686061954,0.14233981551987446,1.1924307070421953,-0.17558353144829952,0.34505751662233153
292190|IVV|IJS|IWD,"292190,IVV,IJS,IWD",1,3,0.16874743322204805,0.14233990879915856,1.1855243876835027,-0.13631106986159347,0.5112212490155046
229200|275290|IVV|IWD,"229200,275290,IVV,IWD",2,2,0.14586772251405117,0.142477849715056,1.0237922793316618,-0.1886972138827382,0.3388397425074532
226490|ITOT|IWD|IWF,"226490,ITOT,IWD,IWF",1,3,0.1672569902730838,0.14261702693597178,1.172770137384607,-0.16906459812605779,0.5475901822243848
226490|226980|IWD|IWF,"226490,226980,IWD,IWF",2,2,0.1587882033737117,0.14288079817785584,1.1113334009798472,-0.1744806396647577,0.3759933943589428
226980|275290|IVV|ITOT,"226980,275290,IVV,ITOT",2,2,0.17112649442749983,0.14290751855066716,1.1974631997184093,-0.17542354919071146,0.4111217433452144
275290|IVV|IWM|IWD,"275290,IVV,IWM,IWD",1,3,0.1699532668546962,0.1429794388265964,1.1886552937224304,-0.14759262455922173,0.5201197926572158
229200|275290|ITOT|IWD,"229200,275290,ITOT,IWD",2,2,0.14360281470659425,0.14307403260105597,1.0036958635744386,-0.19110143631802623,0.34255579214826787
226490|IVV|IWM|IWD,"226490,IVV,IWM,IWD",1,3,0.15901110336778834,0.14322364448518177,1.1102294173518255,-0.15732054703688758,0.5463027203835377
069500|IVV|IJS|IWD,"069500,IVV,IJS,IWD",1,3,0.1721964128352254,0.1433504710148226,1.2012266971722758,-0.13491035168401988,0.5094530032801347
226490|226980|IVV|ITOT,"226490,226980,IVV,ITOT",2,2,0.16018433094059198,0.14345148762128804,1.1166446134283294,-0.17431151969384062,0.4446588851745476
226980|ITOT|IWM|IWD,"226980,ITOT,IWM,IWD",1,3,0.13754340445276142,0.14361552981490874,0.9577195769150241,-0.16504821958723004,0.554860604393392
292190|ITOT|IJS|IWD,"292190,ITOT,IJS,IWD",1,3,0.16648252541459113,0.1436540047048258,1.1589132217836349,-0.1387681069534772,0.5225891752625808
226490|229200|IVV|IWD,"226490,229200,IVV,IWD",2,2,0.13492555902714332,0.14379781034926942,0.938300511665815,-0.18781063151035138,0.37259672413814066
292190|IVV|IWD|IWF,"292190,IVV,IWD,IWF",1,3,0.17631733942861127,0.14390881350506643,1.2252018144976498,-0.1712124927830183,0.5395601403737179
292190|226980|IWD|IWF,"292190,226980,IWD,IWF",2,2,0.16558364472178225,0.1439991926222643,1.1498928688866876,-0.18112019656585754,0.360495034247952
226490|226980|IJS|IWD,"226490,226980,IJS,IWD",2,2,0.15121829716714846,0.14427791382176064,1.0481042673930114,-0.15596631938039673,0.3862503741831347
275290|ITOT|IWM|IWD,"275290,ITOT,IWM,IWD",1,3,0.16768835904723928,0.14429853371181192,1.1620932987589514,-0.15377001234743592,0.5316774229495211
226490|229200|ITOT|IWD,"226490,229200,ITOT,IWD",2,2,0.13266065121968643,0.14440585995356262,0.9186652900536505,-0.19022889984308544,0.37649563650406287
226980|IJS|IWD|IWF,"226980,IJS,IWD,IWF",1,3,0.14189754655452572,0.14442023222075676,0.9825323250943474,-0.15427438609816713,0.4678387800586441
226980|275290|IJS|IWD,"226980,275290,IJS,IWD",2,2,0.16216046065405632,0.14443039167615485,1.122758574370249,-0.15836655629427965,0.3620754803121735
226980|IVV|ITOT|IJS,"226980,IVV,ITOT,IJS",1,3,0.143293674121406,0.14453704167335477,0.9913975854386262,-0.15277878429935365,0.533135205914049
292190|ITOT|IWD|IWF,"292190,ITOT,IWD,IWF",1,3,0.17405243162115436,0.14454047488795474,1.2041778038717306,-0.1742144420352273,0.5423678340453074
226490|ITOT|IWM|IWD,"226490,ITOT,IWM,IWD",1,3,0.15674619556033145,0.14455780928822143,1.0843149625200024,-0.1639910788415999,0.5580432134009506
292190|226980|IVV|ITOT,"292190,226980,IVV,ITOT",2,2,0.16697977228866256,0.14457287586191583,1.1549868624606179,-0.18095034709723268,0.4292061457087743
069500|ITOT|IJS|IWD,"069500,ITOT,IJS,IWD",1,3,0.16993150502776852,0.14464954764573437,1.1747807566184234,-0.13736830283512402,0.5207106832997522
229200|226980|IVV|IWD,"229200,226980,IVV,IWD",2,2,0.11572276791957328,0.14467005410877803,0.7999082369358957,-0.185997499877121,0.38235402982354255
275290|IJS|IWD|IWF,"275290,IJS,IWD,IWF",1,3,0.17204250114900357,0.1446873574703662,1.189063814260621,-0.14852926663043053,0.4428226120156635
069500|226980|IWD|IWF,"069500,226980,IWD,IWF",2,2,0.16903262433495964,0.1447956915424011,1.1673871130720843,-0.17822722818903125,0.3548961619420384
069500|IVV|IWD|IWF,"069500,IVV,IWD,IWF",1,3,0.17976631904178866,0.14483919013909868,1.2411441880415592,-0.168537830221257,0.5367232889157699
275290|IVV|ITOT|IJS,"275290,IVV,ITOT,IJS",1,3,0.1734386287158839,0.14484139025362505,1.1974383041489973,-0.14752149941369452,0.5073303565741041
226490|IJS|IWD|IWF,"226490,IJS,IWD,IWF",1,3,0.16110033766209575,0.14488994467198218,1.1118807314531898,-0.15323900464710882,0.4664868793430634
292190|IVV|IWM|IWD,"292190,IVV,IWM,IWD",1,3,0.16580654471585893,0.1449518721296757,1.143873082008395,-0.1602845090120325,0.5395829134973763
226490|IVV|ITOT|IJS,"226490,IVV,ITOT,IJS",1,3,0.16249646522897604,0.1450488332343195,1.120287985815582,-0.15173943490927544,0.5335958879942259
292190|226980|IJS|IWD,"292190,226980,IJS,IWD",2,2,0.15801373851521902,0.1450658682808135,1.0892551114045759,-0.16044292767892054,0.36901808120867036
229200|IVV|IJS|IWD,"229200,IVV,IJS,IWD",1,3,0.11803490220795734,0.14527051962924642,0.8125179321255357,-0.14706116694194626,0.49477447667548335
229200|226980|ITOT|IWD,"229200,226980,ITOT,IWD",2,2,0.1134578601121164,0.14527121627772205,0.7810071603944823,-0.18653421959664507,0.3862937873765893
069500|226980|IVV|ITOT,"069500,226980,IVV,ITOT",2,2,0.17042875190183993,0.1453797685978486,1.1723003382491421,-0.17805672075797652,0.42321124285827016
069500|ITOT|IWD|IWF,"069500,ITOT,IWD,IWF",1,3,0.17750141123433175,0.14546100487660674,1.2202680119314768,-0.17154543185642768,0.5394207363599007
069500|226980|IJS|IWD,"069500,226980,IJS,IWD",2,2,0.1614627181283964,0.1459253043887497,1.1064751161885846,-0.15787942663236154,0.36448781462533497
069500|IVV|IWM|IWD,"069500,IVV,IWM,IWD",1,3,0.1692555243290363,0.1459324705060684,1.1598208660628275,-0.15792933068576798,0.5372622232966481
069500|229200|IVV|IWD,"069500,229200,IVV,IWD",2,2,0.14516997998839126,0.1460085991513715,0.9942563714202147,-0.1915101017238402,0.35634651199566036
226980|275290|IVV|IJS,"226980,275290,IVV,IJS",2,2,0.16496984181651178,0.1460811442613647,1.1293027765537755,-0.16848904664584285,0.35245919928596386
226980|275290|IWM|IWD,"226980,275290,IWM,IWD",2,2,0.1592195721478672,0.14611740749275481,1.089668745702062,-0.16933056139735647,0.37831976496835457
292190|229200|IVV|IWD,"292190,229200,IVV,IWD",2,2,0.14172100037521387,0.14627207120293595,0.9688862624949914,-0.19440371330891193,0.3673748586619671
226490|226980|IVV|IJS,"226490,226980,IVV,IJS",2,2,0.15402767832960393,0.14628229993459316,1.052948158447563,-0.17044800852921604,0.3807637444175774
292190|ITOT|IWM|IWD,"292190,ITOT,IWM,IWD",1,3,0.163541636908402,0.146288067864423,1.1179424220707412,-0.1669363450382203,0.5514033553029299
226490|226980|IWM|IWD,"226490,226980,IWM,IWD",2,2,0.14827740866095934,0.1463689346843952,1.013038791193495,-0.17435734560239724,0.4067245691312758
229200|ITOT|IJS|IWD,"229200,ITOT,IJS,IWD",1,3,0.11576999440050043,0.14642110720868243,0.7906646562609488,-0.15288684667866492,0.504684067242661
069500|229200|ITOT|IWD,"069500,229200,ITOT,IWD",2,2,0.14290507218093437,0.1466194717491788,0.9746663964620017,-0.19391963062314688,0.3602151269222646
292190|IJS|IWD|IWF,"292190,IJS,IWD,IWF",1,3,0.1678957790101663,0.1466398956236905,1.144952935871033,-0.15622496031899202,0.4606975356137648
292190|IVV|ITOT|IJS,"292190,IVV,ITOT,IJS",1,3,0.16929190657704662,0.14680418621557012,1.1531817378045004,-0.15473261340069744,0.5278521649101449
292190|229200|ITOT|IWD,"292190,229200,ITOT,IWD",2,2,0.13945609256775698,0.14688759859394657,0.9494068519240136,-0.1968094560943956,0.3713537198160299
292190|226980|IVV|IJS,"292190,226980,IVV,IJS",2,2,0.1608231196776745,0.14723901935654032,1.0922588345161426,-0.17488681942350215,0.36474400940158297
226980|IWM|IWD|IWF,"226980,IWM,IWD,IWF",1,3,0.13895665804833657,0.14724835382714588,0.9436890426052376,-0.18333474059666577,0.49817181045939596
226980|275290|ITOT|IJS,"226980,275290,ITOT,IJS",2,2,0.1627049340090549,0.14725254731492152,1.1049379924211846,-0.1714968435771136,0.36250506368222063
069500|ITOT|IWM|IWD,"069500,ITOT,IWM,IWD",1,3,0.16699061652157937,0.1472540328030966,1.1340308536396684,-0.16459699947499773,0.5489724188747431
292190|226980|IWM|IWD,"292190,226980,IWM,IWD",2,2,0.1550728500090299,0.1472943179253158,1.0528094511266763,-0.17877387099776154,0.3898086991013417
226490|275290|IVV|IWD,"226490,275290,IVV,IWD",2,2,0.18978481218007132,0.14738868498692562,1.287648452775778,-0.1820434719247167,0.43983220511790194
229200|IVV|IWM|IWD,"229200,IVV,IWM,IWD",1,3,0.1150940137017682,0.14740474370643558,0.7808026445267193,-0.17552342507415508,0.5183733538546514
226980|IVV|ITOT|IWM,"226980,IVV,ITOT,IWM",1,3,0.14035278561521686,0.14741587374263831,0.9520873298912684,-0.18187926731546478,0.5698673276969115
229200|275290|IJS|IWD,"229200,275290,IJS,IWD",2,2,0.1374461620956062,0.14745786586744308,0.9321046475687036,-0.17891812859025713,0.31333021882508283
226490|226980|ITOT|IJS,"226490,226980,ITOT,IJS",2,2,0.15176277052214704,0.14746906197083978,1.029115995544586,-0.17647925393148756,0.39099247153894173
069500|IJS|IWD|IWF,"069500,IJS,IWD,IWF",1,3,0.1713447586233437,0.1475446861200409,1.1613075545393705,-0.1538554848086522,0.4581263212779374
069500|IVV|ITOT|IJS,"069500,IVV,ITOT,IJS",1,3,0.17274088619022399,0.14772129289087343,1.1693702567160262,-0.15235609018066054,0.5248849200297269
275290|IWM|IWD|IWF,"275290,IWM,IWD,IWF",1,3,0.16910161264281445,0.14789354860443596,1.1434008733883498,-0.17229713115133227,0.4756363673229731
229200|IVV|IWD|IWF,"229200,IVV,IWD,IWF",1,3,0.12560480841452057,0.14802605807899621,0.8485317385638262,-0.1916388431704834,0.5302559161488161
069500|226980|IVV|IJS,"069500,226980,IVV,IJS",2,2,0.16427209929085188,0.1480287467301961,1.1097310685894117,-0.17234464859761645,0.35912498990065816
226490|275290|ITOT|IWD,"226490,275290,ITOT,IWD",2,2,0.1875199043726144,0.14808330964824207,1.2663135691527305,-0.1821682586751434,0.44492664165047463
275290|IVV|ITOT|IWM,"275290,IVV,ITOT,IWM",1,3,0.17049774020969477,0.14809695413198537,1.1512575745328673,-0.17082024521945915,0.5465432032635246
069500|226980|IWM|IWD,"069500,226980,IWM,IWD",2,2,0.1585218296222073,0.14812912348641935,1.070159776087116,-0.17623588732653261,0.38472598805264796
229200|275290|IWD|IWF,"229200,275290,IWD,IWF",2,2,0.14501606830216943,0.14826123137003933,0.9781118567687433,-0.21091452916033804,0.3167718870959177
226490|229200|IJS|IWD,"226490,229200,IJS,IWD",2,2,0.12650399860869835,0.14842417563649837,0.8523139715359839,-0.17831387324946613,0.34203746648315825
292190|226980|ITOT|IJS,"292190,226980,ITOT,IJS",2,2,0.15855821187021757,0.14843566776383935,1.068194823110057,-0.1808915802433121,0.3750526853110879
226490|IWM|IWD|IWF,"226490,IWM,IWD,IWF",1,3,0.1581594491559066,0.14848823611759382,1.0651311732914233,-0.18234990660965955,0.5035305449423331
229200|ITOT|IWD|IWF,"229200,ITOT,IWD,IWF",1,3,0.12333990060706365,0.14850491398903176,0.8305442378571611,-0.1949512331423695,0.5316052741405071
229200|ITOT|IWM|IWD,"229200,ITOT,IWM,IWD",1,3,0.1128291058943113,0.14858366452895153,0.7593641350279563,-0.18205601763677293,0.5287354599803064
226490|IVV|ITOT|IWM,"226490,IVV,ITOT,IWM",1,3,0.15955557672278692,0.14869577467572845,1.0730336962885545,-0.18089063553105833,0.5770386449756065
229200|275290|IVV|ITOT,"229200,275290,IVV,ITOT",2,2,0.14641219586904972,0.14876454302318826,0.9841874474499487,-0.2097953128978738,0.38440645022298225
226980|IVV|ITOT|IWF,"226980,IVV,ITOT,IWF",1,3,0.15086358032796923,0.14877718984729127,1.0140235911353044,-0.18005956836031978,0.6059155447791321
226980|275290|IVV|IWM,"226980,275290,IVV,IWM",2,2,0.16202895331032263,0.14893342278522936,1.0879287555485633,-0.1836741006525343,0.38364848382770655
226980|275290|IVV|IWF,"226980,275290,IVV,IWF",2,2,0.172539748023075,0.14901811363182582,1.1578441292671529,-0.1912671522127002,0.4017599995240359
226980|IVV|IJS|IWF,"226980,IVV,IJS,IWF",1,3,0.14470692771698115,0.14913178807834482,0.970329193940603,-0.1713572367674263,0.49259343029090646
069500|226980|ITOT|IJS,"069500,226980,ITOT,IJS",2,2,0.16200719148339499,0.14921340142593267,1.0857415616506334,-0.17836414989615113,0.3693234195827045
226490|292190|IVV|IWD,"226490,292190,IVV,IWD",2,2,0.18563809004123402,0.14932512837430134,1.2431805153109254,-0.1888943977948564,0.45903777362854564
275290|IVV|IJS|IWF,"275290,IVV,IJS,IWF",1,3,0.17485188231145904,0.14940595609616267,1.1703140013970963,-0.16467732682237335,0.4674363192584095
226980|275290|ITOT|IWF,"226980,275290,ITOT,IWF",2,2,0.17027484021561812,0.1495205304231812,1.1388057528534505,-0.19368139302038467,0.403245631344806
226490|226980|IVV|IWM,"226490,226980,IVV,IWM",2,2,0.15108678982341478,0.14952446247747425,1.0104486404435387,-0.18869435834733594,0.4161829392512802
229200|275290|IWM|IWD,"229200,275290,IWM,IWD",2,2,0.13450527358941705,0.14960871376029614,0.8990470555406426,-0.19182026915984762,0.3318387743216083
275290|IVV|ITOT|IWF,"275290,IVV,ITOT,IWF",1,3,0.18100853492244712,0.14969816394860935,1.2091566800016764,-0.1833128472246528,0.5849328625556212
226490|226980|IVV|IWF,"226490,226980,IVV,IWF",2,2,0.16159758453616715,0.14987838331297074,1.0781914040180485,-0.1911535734979699,0.43682552852129947
226490|229200|IWD|IWF,"226490,229200,IWD,IWF",2,2,0.13407390481526157,0.14988538108578506,0.8945095501910625,-0.21345398671523774,0.3522401186196431
226490|IVV|IJS|IWF,"226490,IVV,IJS,IWF",1,3,0.1639097188245512,0.1499454452816549,1.0931290278051864,-0.1703903840211598,0.49523023784646175
226490|292190|ITOT|IWD,"226490,292190,ITOT,IWD",2,2,0.18337318223377713,0.15004480250778832,1.222122853767353,-0.18901934097770923,0.4643950216743664
229200|IJS|IWD|IWF,"229200,IJS,IWD,IWF",1,3,0.1171832479960756,0.15005282078831292,0.7809466518552951,-0.17640372351179145,0.4477201303883469
229200|IVV|ITOT|IJS,"229200,IVV,ITOT,IJS",1,3,0.11857937556295589,0.15012382464145274,0.7898771287379879,-0.17476594488674924,0.5145868926479334
226980|275290|ITOT|IWM,"226980,275290,ITOT,IWM",2,2,0.15976404550286577,0.15012696806161868,1.0641928466662407,-0.18964132204285622,0.3941468637824408
226980|ITOT|IJS|IWF,"226980,ITOT,IJS,IWF",1,3,0.14244201990952426,0.15018540761555138,0.9484411446560185,-0.17792254749155667,0.5002726030380394
229200|275290|IVV|IJS,"229200,275290,IVV,IJS",2,2,0.14025554325806167,0.1502221438995383,0.9336542510793758,-0.19443959637510078,0.31355503978618765
229200|226980|IJS|IWD,"229200,226980,IJS,IWD",2,2,0.10730120750112832,0.15023451084695932,0.7142247603177792,-0.18278198639953036,0.3612426428623902
292190|IWM|IWD|IWF,"292190,IWM,IWD,IWF",1,3,0.16495489050397716,0.1503418787827377,1.0971985440088656,-0.1852526382984574,0.49805762415756466
226490|229200|IVV|ITOT,"226490,229200,IVV,ITOT",2,2,0.1354700323821419,0.15038814791568747,0.9008025849090903,-0.21233204517398452,0.42247594583942966
226490|226980|ITOT|IWF,"226490,226980,ITOT,IWF",2,2,0.15933267672871024,0.15039455307468097,1.0594311660315976,-0.19479960210084069,0.4384940230671772
229200|226980|IWD|IWF,"229200,226980,IWD,IWF",2,2,0.11487111370769154,0.15040333312395265,0.7637537767399226,-0.20446117413708564,0.3598621440167911
069500|229200|IJS|IWD,"069500,229200,IJS,IWD",2,2,0.1367484195699463,0.150436045507748,0.9090136549946951,-0.18165745365631603,0.32556584470071814
275290|ITOT|IJS|IWF,"275290,ITOT,IJS,IWF",1,3,0.17258697450400215,0.1504441610184439,1.1471829370821751,-0.1677233113070945,0.4748917840933105
292190|IVV|ITOT|IWM,"292190,IVV,ITOT,IWM",1,3,0.1663510180708575,0.15055397637832643,1.1049261007416686,-0.18380042642237027,0.5716113448360555
226490|IVV|ITOT|IWF,"226490,IVV,ITOT,IWF",1,3,0.17006637143553927,0.15055894862244704,1.1295666779794704,-0.18720213758070436,0.6179593778413931
292190|275290|IVV|IWD,"292190,275290,IVV,IWD",2,2,0.19658025352814187,0.15057409401415014,1.3055383451928213,-0.18827871728096013,0.43617676036052017
226980|275290|IJS|IWF,"226980,275290,IJS,IWF",2,2,0.16411818760463004,0.1505895108327772,1.0898381082257171,-0.18646098313876658,0.3281441223148877
292190|226980|IVV|IWM,"292190,226980,IVV,IWM",2,2,0.15788223117148537,0.1506059220456862,1.0483135658078033,-0.19307253104768984,0.4004796271798159
292190|229200|IJS|IWD,"292190,229200,IJS,IWD",2,2,0.1332994399567689,0.1506999686723244,0.8845352864446145,-0.18459014238101323,0.3363285542449041
226490|226980|ITOT|IWM,"226490,226980,ITOT,IWM",2,2,0.1488218820159579,0.15072991733033478,0.9873413629611745,-0.19463655327051788,0.426864181931122
229200|226980|IVV|ITOT,"229200,226980,IVV,ITOT",2,2,0.11626724127457184,0.15086356475463109,0.7706780723607605,-0.2035153562179336,0.4282853884408199
069500|226490|IVV|IWD,"069500,226490,IVV,IWD",2,2,0.1890870696544114,0.15093483158688786,1.2527729197190687,-0.18879238762776995,0.4575623632640063
226490|229200|IWM|IWD,"226490,229200,IWM,IWD",2,2,0.12356311010250923,0.15095122003949688,0.8185631760391108,-0.19665022149099065,0.3647759322716438
226490|ITOT|IJS|IWF,"226490,ITOT,IJS,IWF",1,3,0.1616448110170943,0.15099650131917064,1.0705202412300645,-0.17694751625965155,0.5028685654064704
292190|226980|IVV|IWF,"292190,226980,IVV,IWF",2,2,0.1683930258842377,0.15111982859984663,1.1143013292460062,-0.19870208573462478,0.4225397263687785
226490|226980|IJS|IWF,"226490,226980,IJS,IWF",2,2,0.1531760241177222,0.15113693616172078,1.0134916586758087,-0.1914398931331457,0.3581599173395394
069500|IWM|IWD|IWF,"069500,IWM,IWD,IWF",1,3,0.16840387011715455,0.15121305744063865,1.1136860332532093,-0.1829531151935624,0.49493396535637896
229200|275290|ITOT|IJS,"229200,275290,ITOT,IJS",2,2,0.13799063545060475,0.1512489468247918,0.9123411325994513,-0.19686419747146156,0.32218167210356186
292190|275290|ITOT|IWD,"292190,275290,ITOT,IWD",2,2,0.19431534572068498,0.15127129800923966,1.2845486769659118,-0.18841073458733193,0.44135114568123335
069500|226980|IVV|IWM,"069500,226980,IVV,IWM",2,2,0.16133121078466273,0.15136663305879586,1.0658307417196515,-0.19055635237179203,0.3943081632135328
069500|IVV|ITOT|IWM,"069500,IVV,ITOT,IWM",1,3,0.16979999768403486,0.15143693042699016,1.121258844888551,-0.18149404316121687,0.5680916554902793
226490|229200|IVV|IJS,"226490,229200,IVV,IJS",2,2,0.1293133797711538,0.15151052245101532,0.8534943822991697,-0.1935187626003525,0.34639193870491547
069500|226490|ITOT|IWD,"069500,226490,ITOT,IWD",2,2,0.1868221618469545,0.15164129663427625,1.232000556533926,-0.1889130285169679,0.4628093650823684
292190|226980|ITOT|IWF,"292190,226980,ITOT,IWF",2,2,0.1661281180767808,0.15164893697314993,1.0954782894798296,-0.20203206298087162,0.4242881697027967
292190|IVV|IJS|IWF,"292190,IVV,IJS,IWF",1,3,0.17070516017262177,0.1518111567237566,1.124457278744313,-0.17375364880948052,0.4906534520756331
292190|226980|ITOT|IWM,"292190,226980,ITOT,IWM",2,2,0.15561732336402845,0.15181993457210874,1.0250124517746784,-0.19898833621833412,0.4112408186477981
069500|226980|IVV|IWF,"069500,226980,IVV,IWF",2,2,0.1718420054974151,0.15182331878199468,1.1318551516066222,-0.19547322133232792,0.41585210114527554
229200|226980|IWM|IWD,"229200,226980,IWM,IWD",2,2,0.1043603189949392,0.151974199123754,0.6866976078614345,-0.200921465745035,0.3772704734523578
069500|229200|IWD|IWF,"069500,229200,IWD,IWF",2,2,0.14431832577650952,0.15211734646310804,0.9487302344674415,-0.2176950229985849,0.33643382397809823
292190|226980|IJS|IWF,"292190,226980,IJS,IWF",2,2,0.15997146546579274,0.1522467811666389,1.050737915376345,-0.19581134040281511,0.34338706842493777
226490|275290|IWD|IWF,"226490,275290,IWD,IWF",2,2,0.18893315796818957,0.1522474051410277,1.2409614324341334,-0.18668208139674336,0.4130480964903702
069500|226980|ITOT|IWF,"069500,226980,ITOT,IWF",2,2,0.1695770976899582,0.15234443960375219,1.1131164230938009,-0.19881183134687008,0.41749029825183515
069500|275290|IVV|IWD,"069500,275290,IVV,IWD",2,2,0.20002923314131926,0.1523791587378074,1.312707294082791,-0.18823248169231355,0.43600673910583526
292190|229200|IWD|IWF,"292190,229200,IWD,IWF",2,2,0.14086934616333213,0.15244417788919426,0.9240716707838103,-0.2208796736920725,0.3482651392448624
226490|229200|ITOT|IJS,"226490,229200,ITOT,IJS",2,2,0.1270484719636969,0.152545045129615,0.8328587261273934,-0.19877586847065976,0.3552014337473972
292190|IVV|ITOT|IWF,"292190,IVV,ITOT,IWF",1,3,0.17686181278360985,0.1525554238389801,1.1593282515493173,-0.19225709312848316,0.6139495876207854
069500|226980|ITOT|IWM,"069500,226980,ITOT,IWM",2,2,0.15906630297720586,0.15256905664310494,1.04258560993334,-0.19648690188075046,0.4049591084540564
069500|IVV|IJS|IWF,"069500,IVV,IJS,IWF",1,3,0.17415413978579913,0.15262992968645925,1.1410222106735952,-0.1710579666649149,0.4869934848222163
069500|229200|IVV|ITOT,"069500,229200,IVV,ITOT",2,2,0.14571445334338984,0.15263267238949657,0.954674061996029,-0.21657601766749324,0.40631924129851177
226490|275290|IVV|ITOT,"226490,275290,IVV,ITOT",2,2,0.1903292855350699,0.15281859560555186,1.2454589363348088,-0.1877055204068816,0.4809249060090109
292190|ITOT|IJS|IWF,"292190,ITOT,IJS,IWF",1,3,0.16844025236516486,0.15286641172846846,1.1018787610738172,-0.17987869507930765,0.49837172842378213
229200|226980|IVV|IJS,"229200,226980,IVV,IJS",2,2,0.11011058866358378,0.15293350514689044,0.7199899626823052,-0.1970233746868728,0.36160840681301115
069500|226980|IJS|IWF,"069500,226980,IJS,IWF",2,2,0.16342044507897013,0.15293701619802555,1.068547361139637,-0.19330857500580567,0.33696508032355554
292190|229200|IVV|ITOT,"292190,229200,IVV,ITOT",2,2,0.14226547373021242,0.15294553634837976,0.9301708119559615,-0.21976459163301443,0.4185465871098664
